Source,Target,Weight,Season
BRAN,WINTERFELL_SHEPHERD,3,2
BRONN,JANOS,3,2
BRONN,PODRICK,3,2
BRONN,TYWIN,3,2
CATELYN,JOFFREY,3,2
CERSEI,ILYN_PAYNE,3,2
CERSEI,MANDON,3,2
CERSEI,MERYN_TRANT,3,2
CRASTER,EDDISON_TOLLETT,3,2
DAENERYS,MALAKKO,3,2
DAGMER,OSHA,3,2
DAGMER,RODRIK,3,2
DROGO,RHAEGO,3,2
FARLEN,THEON,3,2
GENDRY,MOUNTAIN,3,2
GENDRY,RORGE,3,2
HOT_PIE,JAQEN,3,2
HOT_PIE,MOUNTAIN,3,2
HOUND,SHAE,3,2
IRRI,KOVARRO,3,2
IRRI,XARO,3,2
JAIME,MATTHOS,3,2
JAIME,ROBERT,3,2
JAIME,TORRHEN,3,2
JANOS,PODRICK,3,2
JANOS,VARYS,3,2
JAQEN,TYWIN,3,2
JOFFREY,NED,3,2
JOFFREY,PYCELLE,3,2
JOFFREY,TALISA,3,2
JON_ARRYN,NED,3,2
JORAH,SPICE_KING,3,2
KOVARRO,MALAKKO,3,2
KOVARRO,PYATT_PREE,3,2
LANCEL,STANNIS,3,2
LITTLEFINGER,ROBB,3,2
LITTLEFINGER,ROBIN,3,2
LORAS,PYCELLE,3,2
LORAS,TYWIN,3,2
MAESTER_LUWIN,PORTAN,3,2
MAESTER_LUWIN,WINTERFELL_SHEPHERD,3,2
MALAKKO,XARO,3,2
MANCE,LORD_OF_BONES,3,2
MOUNTAIN,POLLIVER,3,2
MYRCELLA,ROBIN,3,2
NED,VARYS,3,2
NED,YARA,3,2
PODRICK,PYCELLE,3,2
PODRICK,SHAE,3,2
PYATT_PREE,SPICE_KING,3,2
PYCELLE,ROBERT,3,2
PYCELLE,TYWIN,3,2
QUENT,ROBB,3,2
RENLY,ROBERT,3,2
ROBB,SEPTON,3,2
ROBERT,TYRION,3,2
ROBIN,TYRION,3,2
RORGE,YOREN,3,2
SANSA,TYWIN,3,2
SHAE,TOMMEN,3,2
STANNIS,TYWIN,3,2
THEON,VARYS,3,2
TIMETT,TYRION,3,2
TOMMEN,TYRION,3,2
AEGON,ARYA,2,2
AERYS,PYCELLE,2,2
AERYS,ROBERT,2,2
AERYS,TYWIN,2,2
ALTON,TALISA,2,2
AMORY,HOT_PIE,2,2
ARYA,KEVAN,2,2
ARYA,REGINALD,2,2
ARYA,RHAENYS,2,2
ARYA,SYRIO_FOREL,2,2
ARYA,TYRION,2,2
BALON,CATELYN,2,2
BARRA,JANOS,2,2
BENJEN,CRASTER,2,2
BILLY,RICKON,2,2
BITER,YOREN,2,2
BLACK_LORREN,MAESTER_LUWIN,2,2
BLACK_LORREN,OSHA,2,2
BOROS,JOFFREY,2,2
BRAN,CATELYN,2,2
BRAN,SANSA,2,2
BRIENNE,COLEN,2,2
BRIENNE,DAVOS,2,2
BRIENNE,LITTLEFINGER,2,2
BRIENNE,MELISANDRE,2,2
BRIENNE,RICKARD_KARSTARK,2,2
BRONN,CERSEI,2,2
BRONN,SHAE,2,2
CATELYN,DAVOS,2,2
CATELYN,MELISANDRE,2,2
CATELYN,RICKON,2,2
CERSEI,DAVOS,2,2
CERSEI,HAYLENE,2,2
CERSEI,JOANNA,2,2
CERSEI,MATTHOS,2,2
CERSEI,SALLADHOR,2,2
COLEN,LORAS,2,2
COLEN,MARGAERY,2,2
COLEN,RENLY,2,2
CRASTER,MANCE,2,2
CRESSEN,MATTHOS,2,2
DAGMER,FARLEN,2,2
DAGMER,HODOR,2,2
DAGMER,YARA,2,2
DAVOS,FATHER_SEAWORTH,2,2
DAVOS,JOFFREY,2,2
DAVOS,LORAS,2,2
DAVOS,MARYA,2,2
DAVOS,ROBB,2,2
DAVOS,ROBERT,2,2
DONTOS,SANSA,2,2
EDDISON_TOLLETT,JEOR,2,2
FARLEN,RICKON,2,2
FREY_DAUGHTER,ROBB,2,2
GENDRY,NED,2,2
GILLY,GRENN,2,2
HARREN,TYWIN,2,2
HAYLENE,PODRICK,2,2
HIGH_SEPTON,MYRCELLA,2,2
HOT_PIE,POLLIVER,2,2
HOT_PIE,TICKLER,2,2
HOUND,NED,2,2
HOUND,STANNIS,2,2
HOUND,TOMMEN,2,2
ILYN_PAYNE,LANCEL,2,2
ILYN_PAYNE,TOMMEN,2,2
IRRI,JORAH,2,2
JACKS,JAIME,2,2
JAIME,JON,2,2
JAIME,LITTLEFINGER,2,2
JANOS,PYCELLE,2,2
JAQEN,YOREN,2,2
JEOR,TYRION,2,2
JOFFREY,MATTHOS,2,2
JOFFREY,RENLY,2,2
JOFFREY,SHAE,2,2
JON_ARRYN,PYCELLE,2,2
JON_ARRYN,ROBERT,2,2
JORAH,MALAKKO,2,2
KEVAN,STANNIS,2,2
KOVARRO,SPICE_KING,2,2
LANCEL,SHAE,2,2
LANCEL,TOMMEN,2,2
LITTLEFINGER,MYRCELLA,2,2
LORAS,MELISANDRE,2,2
LORAS,ROBB,2,2
LORAS,TOMMEN,2,2
LYSA,TYRION,2,2
MARGAERY,STANNIS,2,2
MARGAERY,TYWIN,2,2
MATTHOS,ROBERT,2,2
MELESSA,SAM,2,2
MERYN_TRANT,TOMMEN,2,2
MHAEGEN,ROS,2,2
MYRCELLA,ROBERT,2,2
MYRCELLA,TRYSTANE,2,2
NED,RODRIK,2,2
NED,SANSA,2,2
NED,TYWIN,2,2
OSHA,ROBB,2,2
POLLIVER,TYWIN,2,2
PROTESTER,TYRION,2,2
QUAITHE,XARO,2,2
RAMSAY,ROOSE_BOLTON,2,2
RANDYLL,SAM,2,2
RENNICK,ROBB,2,2
RHAENYS,VISENYA,2,2
RICKARD_KARSTARK,ROOSE_BOLTON,2,2
RICKARD_KARSTARK,TALISA,2,2
RICKON,RODRIK,2,2
ROBERT,THEON,2,2
ROBERT,TOMMEN,2,2
SEPTON,TALISA,2,2
SHAE,TYWIN,2,2
SILK_KING,SPICE_KING,2,2
TALISA,TORRHEN,2,2
THEON,TORRHEN,2,2
THEON,TYRION,2,2
TRYSTANE,TYRION,2,2
JON,YGRITTE,159,3
BRIENNE,JAIME,127,3
TYRION,TYWIN,115,3
RAMSAY,THEON,114,3
CERSEI,TYRION,95,3
GILLY,SAM,95,3
ROBB,TALISA,89,3
SANSA,TYRION,85,3
ARYA,HOUND,79,3
DAVOS,STANNIS,77,3
SHAE,TYRION,75,3
BRONN,TYRION,71,3
DAENERYS,JORAH,69,3
BRAN,OSHA,68,3
DAENERYS,MISSANDEI,67,3
BRAN,JOJEN,65,3
JOFFREY,MARGAERY,64,3
ARYA,THOROS,63,3
MARGAERY,SANSA,63,3
JAIME,LOCKE,59,3
BARRISTAN,JORAH,57,3
CERSEI,TYWIN,57,3
CERSEI,JOFFREY,54,3
CATELYN,ROBB,52,3
KRAZNYS_MO_NAKLOZ,MISSANDEI,52,3
JAIME,QYBURN,51,3
DAVOS,GENDRY,50,3
JOFFREY,TYWIN,49,3
MELISANDRE,STANNIS,49,3
EDMURE,ROBB,46,3
GENDRY,MELISANDRE,46,3
ARYA,GENDRY,45,3
SANSA,SHAE,45,3
BRAN,HODOR,39,3
DAVOS,SHIREEN,38,3
OLENNA,VARYS,38,3
RICKARD_KARSTARK,ROBB,38,3
BARRISTAN,DAENERYS,37,3
JON,ORELL,37,3
DAARIO,DAENERYS,36,3
JON,MANCE,36,3
LITTLEFINGER,SANSA,36,3
PODRICK,TYRION,36,3
OLENNA,TYWIN,35,3
JON,TORMUND,34,3
MEERA,OSHA,34,3
ARYA,BERIC,33,3
CATELYN,TALISA,33,3
CERSEI,MARGAERY,33,3
DAVOS,MELISANDRE,33,3
ORELL,YGRITTE,32,3
LORAS,SANSA,31,3
OLENNA,TYRION,31,3
OLENNA,SANSA,30,3
ORELL,TORMUND,30,3
BRAN,MEERA,29,3
JAIME,ROOSE_BOLTON,29,3
TORMUND,YGRITTE,29,3
BERIC,THOROS,28,3
DAVOS,SALLADHOR,28,3
JOJEN,OSHA,28,3
LITTLEFINGER,TYRION,28,3
ROBB,WALDER,28,3
BRYNDEN,CATELYN,27,3
JOFFREY,TYRION,27,3
ANGUY,ARYA,26,3
BRAN,RICKON,26,3
BERIC,HOUND,25,3
ROS,VARYS,25,3
CERSEI,OLENNA,24,3
JOJEN,MEERA,24,3
TYRION,VARYS,24,3
DAENERYS,KRAZNYS_MO_NAKLOZ,23,3
HODOR,JOJEN,23,3
ROOSE_BOLTON,WALDER,23,3
JOFFREY,SANSA,22,3
MYRANDA,VIOLET,22,3
SHAE,VARYS,22,3
LORAS,MARGAERY,21,3
MARGAERY,OLENNA,21,3
SELYSE,STANNIS,21,3
ANGUY,HOUND,20,3
ANGUY,THOROS,20,3
BRONN,PODRICK,20,3
GENDRY,THOROS,20,3
CATELYN,WALDER,19,3
DAENERYS,RADZAI_MO_ERAZ,19,3
JEOR,RAST,19,3
THEON,TORTURER,19,3
BRYNDEN,EDMURE,18,3
BRAN,SAM,17,3
BRYNDEN,ROBB,17,3
CRASTER,JEOR,17,3
DAARIO,JORAH,17,3
DAARIO,MERO,17,3
GRENN,RAST,17,3
HOUND,THOROS,17,3
ROBB,ROOSE_BOLTON,17,3
CERSEI,LITTLEFINGER,16,3
DAENERYS,MERO,16,3
LITTLEFINGER,VARYS,16,3
OSHA,RICKON,16,3
SHIREEN,STANNIS,16,3
ARYA,HOT_PIE,15,3
BRIENNE,LOCKE,15,3
CATELYN,EDMURE,15,3
CERSEI,LORAS,15,3
BRAN,CATELYN,14,3
HODOR,MEERA,14,3
HODOR,OSHA,14,3
JAIME,STEELSHANKS_WALTON,14,3
MANCE,TORMUND,14,3
MELISANDRE,THOROS,14,3
CATELYN,ROOSE_BOLTON,13,3
CRASTER,KARL_TANNER,13,3
JORAH,MISSANDEI,13,3
MEERA,RICKON,13,3
MERO,PRENDAHL,13,3
RAST,SAM,13,3
BALON,THEON,12,3
DAENERYS,GREY_WORM,12,3
EDDISON_TOLLETT,GRENN,12,3
EDMURE,ROSLIN,12,3
GREY_WORM,JORAH,12,3
JOJEN,SAM,12,3
MARTYN,TALISA,12,3
MYRANDA,THEON,12,3
ROS,SHAE,12,3
THEON,VIOLET,12,3
ANGUY,BERIC,11,3
ANGUY,GENDRY,11,3
BALON,YARA,11,3
EDDISON_TOLLETT,RAST,11,3
JAIME,TYWIN,11,3
LORAS,OLYVAR,11,3
SANSA,TYWIN,11,3
CERSEI,JAIME,10,3
CERSEI,MERYN_TRANT,10,3
EDMURE,WALDER,10,3
GILLY,MAESTER_AEMON,10,3
JEOR,SAM,10,3
LOCKE,ROOSE_BOLTON,10,3
LORAS,OLENNA,10,3
LORAS,TYRION,10,3
MAESTER_AEMON,SAM,10,3
MANCE,ORELL,10,3
MANCE,YGRITTE,10,3
MERYN_TRANT,TYRION,10,3
TALISA,WALDER,10,3
TYWIN,VARYS,10,3
BRIENNE,ROOSE_BOLTON,9,3
GENDRY,HOT_PIE,9,3
GENDRY,STANNIS,9,3
GRENN,SAM,9,3
HODOR,RICKON,9,3
JOJEN,RICKON,9,3
LITTLE_SAM,GILLY,9,3
LITTLE_SAM,SAM,9,3
LORAS,TYWIN,9,3
PYCELLE,TYRION,9,3
ROBB,TYWIN,9,3
ROOSE_BOLTON,TYWIN,9,3
BLACK_WALDER,ROBB,8,3
BRAN,JON,8,3
BRONN,MERYN_TRANT,8,3
BRYNDEN,ROOSE_BOLTON,8,3
BRYNDEN,TALISA,8,3
CATELYN,JAIME,8,3
CRASTER,RAST,8,3
DAENERYS,PRENDAHL,8,3
EDDISON_TOLLETT,SAM,8,3
EDMURE,TALISA,8,3
FARMER,JON,8,3
GILLY,MEERA,8,3
HODOR,SAM,8,3
JEOR,KARL_TANNER,8,3
JOFFREY,LORAS,8,3
JOFFREY,OLENNA,8,3
JON,SAM,8,3
MEERA,SAM,8,3
MERYN_TRANT,TARYN_MANT,8,3
ROSLIN,WALDER,8,3
BARRISTAN,MISSANDEI,7,3
BERIC,GENDRY,7,3
CATELYN,HOSTER,7,3
CERSEI,PYCELLE,7,3
CERSEI,SANSA,7,3
DAARIO,MISSANDEI,7,3
DAARIO,PRENDAHL,7,3
EDMURE,LOTHAR,7,3
FARMER,TORMUND,7,3
GRENN,JEOR,7,3
PYCELLE,TYWIN,7,3
ROOSE_BOLTON,TALISA,7,3
SANSA,VARYS,7,3
THEON,YARA,7,3
BARRISTAN,DAARIO,6,3
BERIC,MELISANDRE,6,3
BRIENNE,CATELYN,6,3
BRYNDEN,WALDER,6,3
CATELYN,JOYEUSE,6,3
DAARIO,GREY_WORM,6,3
EDDISON_TOLLETT,JEOR,6,3
FARMER,YGRITTE,6,3
HOT_PIE,THOROS,6,3
JAIME,RENLY,6,3
JORAH,MERO,6,3
MACE,OLENNA,6,3
MERO,MISSANDEI,6,3
NED,SANSA,6,3
ROBB,ROSLIN,6,3
ROBB,THEON,6,3
ARYA,MELISANDRE,5,3
BARRISTAN,GREY_WORM,5,3
BARRISTAN,ROBERT,5,3
BLACK_WALDER,EDMURE,5,3
BLACK_WALDER,LOTHAR,5,3
BRAN,NED,5,3
BRYNDEN,RICKARD_KARSTARK,5,3
CATELYN,RICKARD_KARSTARK,5,3
CERSEI,VARYS,5,3
CRASTER,SAM,5,3
GENDRY,HOUND,5,3
HOSTER,ROBB,5,3
JOFFREY,NED,5,3
JOFFREY,PYCELLE,5,3
JOJEN,JON,5,3
JON,PYP,5,3
JORAH,KRAZNYS_MO_NAKLOZ,5,3
JORAH,ROBERT,5,3
MARGAERY,TYRION,5,3
MARTYN,WILLEM_LANNISTER,5,3
PYP,SAM,5,3
RAMSAY,ROOSE_BOLTON,5,3
RANDYLL,SAM,5,3
ROBB,SANSA,5,3
ARYA,CERSEI,4,3
ARYA,JOFFREY,4,3
BALON,RAMSAY,4,3
BRAN,ORELL,4,3
BRAN,ROBB,4,3
BRONN,JOFFREY,4,3
CATELYN,ROSLIN,4,3
CERSEI,TARYN_MANT,4,3
EDMURE,FREY_SEPTON,4,3
EDMURE,RICKARD_KARSTARK,4,3
FARMER,ORELL,4,3
GILLY,JOJEN,4,3
GREIZHEN,MISSANDEI,4,3
JAIME,TYRION,4,3
JOFFREY,MERYN_TRANT,4,3
JOFFREY,VARYS,4,3
JOYEUSE,ROBB,4,3
JOYEUSE,TALISA,4,3
JOYEUSE,WALDER,4,3
LITTLEFINGER,PYCELLE,4,3
LITTLEFINGER,TYWIN,4,3
LOCKE,TYWIN,4,3
LORD_OF_BONES,MANCE,4,3
LORD_OF_BONES,TORMUND,4,3
LORD_OF_BONES,YGRITTE,4,3
LOTHAR,WALDER,4,3
MAREI,TYRION,4,3
MARGAERY,RENLY,4,3
MARGAERY,TYWIN,4,3
MELISANDRE,ROBERT,4,3
PYCELLE,VARYS,4,3
QYBURN,ROOSE_BOLTON,4,3
QYBURN,TALISA,4,3
RAMSAY,YARA,4,3
RICKARD_KARSTARK,ROOSE_BOLTON,4,3
ROBERT,STANNIS,4,3
ROSLIN,TALISA,4,3
SORCERER,VARYS,4,3
TARYN_MANT,TYRION,4,3
AERYS,BARRISTAN,3,3
AERYS,ROBERT,3,3
ANGUY,MELISANDRE,3,3
BERIC,MOUNTAIN,3,3
BERIC,NED,3,3
BLACK_WALDER,BRYNDEN,3,3
BLACK_WALDER,CATELYN,3,3
BRAN,GILLY,3,3
BRANDON_STARK,CATELYN,3,3
BRANDON_STARK,JOJEN,3,3
BRIENNE,SELWYN,3,3
BRONN,CERSEI,3,3
BRONN,SANSA,3,3
BRYNDEN,LOTHAR,3,3
CATELYN,TYRION,3,3
CRASTER,GRENN,3,3
DAENERYS,GREIZHEN,3,3
EDMURE,ROOSE_BOLTON,3,3
FARMER,JOJEN,3,3
GENDRY,ROBERT,3,3
GILLY,HODOR,3,3
GILLY,RANDYLL,3,3
HIGH_SEPTON,JOFFREY,3,3
HIGH_SEPTON,MARGAERY,3,3
HODOR,ORELL,3,3
HOSTER,WALDER,3,3
HOUND,JOFFREY,3,3
JAIME,ROBB,3,3
JAIME,SELWYN,3,3
JOANNA,TYWIN,3,3
JOFFREY,RENLY,3,3
JOFFREY,ROBB,3,3
JOFFREY,SHAE,3,3
JOJEN,NED,3,3
JOJEN,ORELL,3,3
JON,LORD_OF_BONES,3,3
JON,NED,3,3
JON,OSHA,3,3
LITTLEFINGER,OLYVAR,3,3
LITTLEFINGER,ROS,3,3
LITTLEFINGER,SHAE,3,3
LORAS,MACE,3,3
LOTHAR,ROBB,3,3
MACE,MARGAERY,3,3
MEERA,ORELL,3,3
MERRY,WALDER,3,3
MERYN_TRANT,PODRICK,3,3
MISSANDEI,PRENDAHL,3,3
MISSANDEI,RADZAI_MO_ERAZ,3,3
MOUNTAIN,ROBB,3,3
NED,ROBB,3,3
NED,ROBERT,3,3
NED,VARYS,3,3
OLENNA,PODRICK,3,3
OLENNA,ROBERT,3,3
ORELL,OSHA,3,3
ORELL,RICKON,3,3
PODRICK,SHAE,3,3
QYBURN,ROBB,3,3
RAMSAY,ROBB,3,3
RENLY,STANNIS,3,3
RICKARD_KARSTARK,TALISA,3,3
RICKARD_KARSTARK,WILLEM_LANNISTER,3,3
ROBB,STANNIS,3,3
ROBB,TYRION,3,3
ROBERT,THOROS,3,3
ROOSE_BOLTON,STEELSHANKS_WALTON,3,3
ROOSE_BOLTON,THEON,3,3
ROS,TYRION,3,3
SORCERER,TYRION,3,3
STANNIS,TYWIN,3,3
AEGON,DAVOS,2,3
AEGON,SHIREEN,2,3
AERYS,JAIME,2,3
AERYS,JOFFREY,2,3
AERYS,NED,2,3
ANGUY,HOT_PIE,2,3
ARYA,CATELYN,2,3
ARYA,ILYN_PAYNE,2,3
ARYA,MERYN_TRANT,2,3
ARYA,MYCAH,2,3
ARYA,ROBB,2,3
ARYA,ROOSE_BOLTON,2,3
ARYA,SANSA,2,3
BALERION,DAVOS,2,3
BALON,ROBB,2,3
BALON,ROOSE_BOLTON,2,3
BARRISTAN,KRAZNYS_MO_NAKLOZ,2,3
BARRISTAN,RADZAI_MO_ERAZ,2,3
BERT,SHIREEN,2,3
BLACK_WALDER,JOYEUSE,2,3
BOROS,MERYN_TRANT,2,3
BRAN,FARMER,2,3
BRAN,MAESTER_LUWIN,2,3
BRAN,THEON,2,3
BRAN,TORMUND,2,3
BRAN,YGRITTE,2,3
BRONN,HIGH_SEPTON,2,3
BRONN,LORAS,2,3
BRONN,MARGAERY,2,3
BRONN,OLENNA,2,3
BRONN,PYCELLE,2,3
BRONN,SHAE,2,3
BRONN,TARYN_MANT,2,3
BRONN,TYWIN,2,3
BRYNDEN,HOSTER,2,3
BRYNDEN,ROSLIN,2,3
CATELYN,HOUND,2,3
CATELYN,JON,2,3
CATELYN,LOTHAR,2,3
CATELYN,RICKON,2,3
CATELYN,TYWIN,2,3
CERSEI,HIGH_SEPTON,2,3
CERSEI,HOUND,2,3
CERSEI,ILYN_PAYNE,2,3
CERSEI,PODRICK,2,3
CERSEI,STANNIS,2,3
CRASTER,EDDISON_TOLLETT,2,3
CRASTER,JON,2,3
DAENERYS,DROGO,2,3
DAENERYS,ROBERT,2,3
DAREON,HOBB,2,3
DAREON,SAM,2,3
DAVOS,MATTHOS,2,3
DAVOS,ROBB,2,3
DAVOS,RYLENE,2,3
DESMOND,ELDRICK,2,3
DESMOND,SANSA,2,3
DESMOND,TYRION,2,3
EDDISON_TOLLETT,KARL_TANNER,2,3
EDMURE,HOUND,2,3
EDMURE,JOYEUSE,2,3
EDMURE,MOUNTAIN,2,3
EDMURE,TYWIN,2,3
FARMER,HODOR,2,3
FARMER,MEERA,2,3
FARMER,OSHA,2,3
FARMER,RICKON,2,3
FREY_SEPTON,ROSLIN,2,3
FREY_SEPTON,WALDER,2,3
GENDRY,TYWIN,2,3
GILLY,RAST,2,3
GREIZHEN,JORAH,2,3
GREIZHEN,KRAZNYS_MO_NAKLOZ,2,3
GRENN,KARL_TANNER,2,3
GREY_WORM,MERO,2,3
GREY_WORM,MISSANDEI,2,3
HIGH_SEPTON,LORAS,2,3
HIGH_SEPTON,OLENNA,2,3
HIGH_SEPTON,PYCELLE,2,3
HIGH_SEPTON,SANSA,2,3
HIGH_SEPTON,TYRION,2,3
HIGH_SEPTON,TYWIN,2,3
HODOR,JON,2,3
HODOR,TORMUND,2,3
HODOR,YGRITTE,2,3
HOUND,ILYN_PAYNE,2,3
HOUND,MERYN_TRANT,2,3
HOUND,NED,2,3
HOUND,ROBB,2,3
HOUND,ROOSE_BOLTON,2,3
ILYN_PAYNE,JOFFREY,2,3
ILYN_PAYNE,MERYN_TRANT,2,3
ILYN_PAYNE,NED,2,3
JAIME,LORAS,2,3
JAIME,NED,2,3
JAIME,PYCELLE,2,3
JAIME,STANNIS,2,3
JEOR,JON,2,3
JOFFREY,STANNIS,2,3
JOJEN,TORMUND,2,3
JOJEN,YGRITTE,2,3
JON,MEERA,2,3
JON,QHORIN_HALFHAND,2,3
JON,RICKON,2,3
JORAH,PRENDAHL,2,3
JOYEUSE,ROSLIN,2,3
KARL_TANNER,RAST,2,3
KARL_TANNER,SAM,2,3
LITTLEFINGER,PODRICK,2,3
LOCKE,QYBURN,2,3
LOCKE,STEELSHANKS_WALTON,2,3
LORAS,PYCELLE,2,3
LORAS,RENLY,2,3
LORAS,SHAE,2,3
LOTHAR,ROSLIN,2,3
LOTHAR,TALISA,2,3
LYSA,TYWIN,2,3
LYSA,VARYS,2,3
MARGAERY,PYCELLE,2,3
MARTYN,ROBB,2,3
MEERA,TORMUND,2,3
MEERA,YGRITTE,2,3
MELISANDRE,SELYSE,2,3
MOUNTAIN,THOROS,2,3
MOUNTAIN,TYWIN,2,3
MYRANDA,RAMSAY,2,3
NED,RICKARD_KARSTARK,2,3
NED,THOROS,2,3
NED,TYRION,2,3
OLENNA,PYCELLE,2,3
OLENNA,RENLY,2,3
OSHA,TORMUND,2,3
OSHA,YGRITTE,2,3
PODRICK,SANSA,2,3
PYCELLE,SANSA,2,3
QHORIN_HALFHAND,YGRITTE,2,3
QYBURN,SELWYN,2,3
QYBURN,TYWIN,2,3
RAMSAY,VIOLET,2,3
RENLY,ROBERT,2,3
RENLY,SANSA,2,3
RENLY,TYWIN,2,3
RICKARD_KARSTARK,ROSLIN,2,3
RICKARD_KARSTARK,THEON,2,3
RICKARD_KARSTARK,WALDER,2,3
RICKON,ROBB,2,3
RICKON,THEON,2,3
RICKON,TORMUND,2,3
RICKON,YGRITTE,2,3
ROBB,VARYS,2,3
ROBERT,TYWIN,2,3
RYLENE,STANNIS,2,3
SALLADHOR,STANNIS,2,3
SELYSE,SHIREEN,2,3
SHAE,TYWIN,2,3
STEELSHANKS_WALTON,TYWIN,2,3
TYRION,WALDER,2,3
TYWIN,WALDER,2,3
