Source,Target,Weight,Season
BRAN,WINTERFELL_SHEPHERD,3,2
BRONN,JANOS,3,2
BRONN,PODRICK,3,2
BRONN,TYWIN,3,2
CATELYN,JOFFREY,3,2
CERSEI,ILYN_PAYNE,3,2
CERSEI,MANDON,3,2
CERSEI,MERYN_TRANT,3,2
CRASTER,EDDISON_TOLLETT,3,2
DAENERYS,MALAKKO,3,2
DAGMER,OSHA,3,2
DAGMER,RODRIK,3,2
DROGO,RHAEGO,3,2
FARLEN,THEON,3,2
GENDRY,MOUNTAIN,3,2
GENDRY,RORGE,3,2
HOT_PIE,JAQEN,3,2
HOT_PIE,MOUNTAIN,3,2
HOUND,SHAE,3,2
IRRI,KOVARRO,3,2
IRRI,XARO,3,2
JAIME,MATTHOS,3,2
JAIME,ROBERT,3,2
JAIME,TORRHEN,3,2
JANOS,PODRICK,3,2
JANOS,VARYS,3,2
JAQEN,TYWIN,3,2
JOFFREY,NED,3,2
JOFFREY,PYCELLE,3,2
JOFFREY,TALISA,3,2
JON_ARRYN,NED,3,2
JORAH,SPICE_KING,3,2
KOVARRO,MALAKKO,3,2
KOVARRO,PYATT_PREE,3,2
LANCEL,STANNIS,3,2
LITTLEFINGER,ROBB,3,2
LITTLEFINGER,ROBIN,3,2
LORAS,PYCELLE,3,2
LORAS,TYWIN,3,2
MAESTER_LUWIN,PORTAN,3,2
MAESTER_LUWIN,WINTERFELL_SHEPHERD,3,2
MALAKKO,XARO,3,2
MANCE,LORD_OF_BONES,3,2
MOUNTAIN,POLLIVER,3,2
MYRCELLA,ROBIN,3,2
NED,VARYS,3,2
NED,YARA,3,2
PODRICK,PYCELLE,3,2
PODRICK,SHAE,3,2
PYATT_PREE,SPICE_KING,3,2
PYCELLE,ROBERT,3,2
PYCELLE,TYWIN,3,2
QUENT,ROBB,3,2
RENLY,ROBERT,3,2
ROBB,SEPTON,3,2
ROBERT,TYRION,3,2
ROBIN,TYRION,3,2
RORGE,YOREN,3,2
SANSA,TYWIN,3,2
SHAE,TOMMEN,3,2
STANNIS,TYWIN,3,2
THEON,VARYS,3,2
TIMETT,TYRION,3,2
TOMMEN,TYRION,3,2
AEGON,ARYA,2,2
AERYS,PYCELLE,2,2
AERYS,ROBERT,2,2
AERYS,TYWIN,2,2
ALTON,TALISA,2,2
AMORY,HOT_PIE,2,2
ARYA,KEVAN,2,2
ARYA,REGINALD,2,2
ARYA,RHAENYS,2,2
ARYA,SYRIO_FOREL,2,2
ARYA,TYRION,2,2
BALON,CATELYN,2,2
BARRA,JANOS,2,2
BENJEN,CRASTER,2,2
BILLY,RICKON,2,2
BITER,YOREN,2,2
BLACK_LORREN,MAESTER_LUWIN,2,2
BLACK_LORREN,OSHA,2,2
BOROS,JOFFREY,2,2
BRAN,CATELYN,2,2
BRAN,SANSA,2,2
BRIENNE,COLEN,2,2
BRIENNE,DAVOS,2,2
BRIENNE,LITTLEFINGER,2,2
BRIENNE,MELISANDRE,2,2
BRIENNE,RICKARD_KARSTARK,2,2
BRONN,CERSEI,2,2
BRONN,SHAE,2,2
CATELYN,DAVOS,2,2
CATELYN,MELISANDRE,2,2
CATELYN,RICKON,2,2
CERSEI,DAVOS,2,2
CERSEI,HAYLENE,2,2
CERSEI,JOANNA,2,2
CERSEI,MATTHOS,2,2
CERSEI,SALLADHOR,2,2
COLEN,LORAS,2,2
COLEN,MARGAERY,2,2
COLEN,RENLY,2,2
CRASTER,MANCE,2,2
CRESSEN,MATTHOS,2,2
DAGMER,FARLEN,2,2
DAGMER,HODOR,2,2
DAGMER,YARA,2,2
DAVOS,FATHER_SEAWORTH,2,2
DAVOS,JOFFREY,2,2
DAVOS,LORAS,2,2
DAVOS,MARYA,2,2
DAVOS,ROBB,2,2
DAVOS,ROBERT,2,2
DONTOS,SANSA,2,2
EDDISON_TOLLETT,JEOR,2,2
FARLEN,RICKON,2,2
FREY_DAUGHTER,ROBB,2,2
GENDRY,NED,2,2
GILLY,GRENN,2,2
HARREN,TYWIN,2,2
HAYLENE,PODRICK,2,2
HIGH_SEPTON,MYRCELLA,2,2
HOT_PIE,POLLIVER,2,2
HOT_PIE,TICKLER,2,2
HOUND,NED,2,2
HOUND,STANNIS,2,2
HOUND,TOMMEN,2,2
ILYN_PAYNE,LANCEL,2,2
ILYN_PAYNE,TOMMEN,2,2
IRRI,JORAH,2,2
JACKS,JAIME,2,2
JAIME,JON,2,2
JAIME,LITTLEFINGER,2,2
JANOS,PYCELLE,2,2
JAQEN,YOREN,2,2
JEOR,TYRION,2,2
JOFFREY,MATTHOS,2,2
JOFFREY,RENLY,2,2
JOFFREY,SHAE,2,2
JON_ARRYN,PYCELLE,2,2
JON_ARRYN,ROBERT,2,2
JORAH,MALAKKO,2,2
KEVAN,STANNIS,2,2
KOVARRO,SPICE_KING,2,2
LANCEL,SHAE,2,2
LANCEL,TOMMEN,2,2
LITTLEFINGER,MYRCELLA,2,2
LORAS,MELISANDRE,2,2
LORAS,ROBB,2,2
LORAS,TOMMEN,2,2
LYSA,TYRION,2,2
MARGAERY,STANNIS,2,2
MARGAERY,TYWIN,2,2
MATTHOS,ROBERT,2,2
MELESSA,SAM,2,2
MERYN_TRANT,TOMMEN,2,2
MHAEGEN,ROS,2,2
MYRCELLA,ROBERT,2,2
MYRCELLA,TRYSTANE,2,2
NED,RODRIK,2,2
NED,SANSA,2,2
NED,TYWIN,2,2
OSHA,ROBB,2,2
POLLIVER,TYWIN,2,2
PROTESTER,TYRION,2,2
QUAITHE,XARO,2,2
RAMSAY,ROOSE_BOLTON,2,2
RANDYLL,SAM,2,2
RENNICK,ROBB,2,2
RHAENYS,VISENYA,2,2
RICKARD_KARSTARK,ROOSE_BOLTON,2,2
RICKARD_KARSTARK,TALISA,2,2
RICKON,RODRIK,2,2
ROBERT,THEON,2,2
ROBERT,TOMMEN,2,2
SEPTON,TALISA,2,2
SHAE,TYWIN,2,2
SILK_KING,SPICE_KING,2,2
TALISA,TORRHEN,2,2
THEON,TORRHEN,2,2
THEON,TYRION,2,2
TRYSTANE,TYRION,2,2
